indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,candidate_rank,candidate_score,exact_normalized_match,phrase_inclusion,token_containment,token_jaccard,sequence_similarity,shared_informative_tokens,matched_indication_term,matched_trait_term,trait_key,source,genome_build,phenotype_id,published_endpoint_code,trait_type,phenocode,trait_name,description_more,coding_description,category,analysis_class,pops_pass_qc,non_eur_pops_pass_qc,num_non_eur_pops_pass_qc,ancestry_status,filename,filename_tabix,remote_data_path,remote_index_path,source_release,mapping_status,n_cases_AFR,n_controls_AFR,phenotype_qc_AFR,n_cases_AMR,n_controls_AMR,phenotype_qc_AMR,n_cases_CSA,n_controls_CSA,phenotype_qc_CSA,n_cases_EAS,n_controls_EAS,phenotype_qc_EAS,n_cases_EUR,n_controls_EUR,phenotype_qc_EUR,n_cases_MID,n_controls_MID,phenotype_qc_MID,manual_mapping_tier,manual_mapping_decision,manual_mapping_rationale,reviewer_notes
D052456,Hypoalphalipoproteinemias,Hypoalphalipoproteinemias,1,1,0,1,7,7.346938775510204,False,False,0.0,0.0,0.4897959183673469,,Familial Hypoalphalipoproteinemia,Umbilical hernia,Pan-UKB::phecode|550.4|both_sexes||,Pan-UKB,GRCh37,phecode|550.4|both_sexes||,,phecode,550.4,Umbilical hernia,,,digestive,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-550.4-both_sexes.tsv.bgz,phecode-550.4-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550.4-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550.4-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,105.0,6019.0,h2_z_insignificant,,,,90.0,7837.0,PASS,,,,4541.0,363863.0,PASS,,,,,,,
D052456,Hypoalphalipoproteinemias,Hypoalphalipoproteinemias,1,1,0,1,8,6.964285714285714,False,False,0.0,0.0,0.4642857142857143,,HDL Lipoprotein Deficiency Disease,Ischemic Heart Disease,Pan-UKB::phecode|411|both_sexes||,Pan-UKB,GRCh37,phecode|411|both_sexes||,,phecode,411,Ischemic Heart Disease,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-411-both_sexes.tsv.bgz,phecode-411-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,400.0,6224.0,h2_z_insignificant,69.0,910.0,n_too_low,1374.0,7496.0,PASS,103.0,2605.0,h2_z_insignificant,37672.0,382052.0,PASS,163.0,1430.0,h2_z_insignificant,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,1,45.56818181818182,False,False,0.5,0.25,0.45454545454545453,acute,Acute Lymphocytic Leukemia,Acute appendicitis,GBMI::AcApp,GBMI,GRCh38,AcApp,AcApp,disease,,Acute appendicitis,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,2,7.142857142857142,False,False,0.0,0.0,0.47619047619047616,,Lymphoblastic Leukemia,K44 Diaphragmatic hernia,Pan-UKB::icd10|K44|both_sexes||,Pan-UKB,GRCh37,icd10|K44|both_sexes||,,icd10,K44,K44 Diaphragmatic hernia,truncated: true,,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K44 Diaphragmatic hernia,direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,icd10-K44-both_sexes.tsv.bgz,icd10-K44-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K44-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K44-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,326.0,6310.0,h2_z_insignificant,70.0,910.0,n_too_low,660.0,8216.0,h2_z_insignificant,88.0,2621.0,h2_z_insignificant,33359.0,387172.0,PASS,139.0,1460.0,PASS,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,3,7.142857142857142,False,False,0.0,0.0,0.47619047619047616,,Lymphoblastic Leukemia,Diaphragmatic hernia,Pan-UKB::phecode|550.2|both_sexes||,Pan-UKB,GRCh37,phecode|550.2|both_sexes||,,phecode,550.2,Diaphragmatic hernia,,,digestive,direct_disease_candidate,"CSA,EUR,MID","CSA,MID",2.0,verified_from_official_manifest,phecode-550.2-both_sexes.tsv.bgz,phecode-550.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550.2-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,326.0,6019.0,h2_z_insignificant,70.0,868.0,n_too_low,660.0,7837.0,PASS,88.0,2581.0,h2_z_insignificant,33482.0,363863.0,PASS,139.0,1375.0,PASS,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,4,6.486486486486487,False,False,0.0,0.0,0.43243243243243246,,"Leukemia, Lymphoid, Acute",Thyroid cancer,GBMI::ThC,GBMI,GRCh38,ThC,ThC,disease,,Thyroid cancer,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,5,6.470588235294118,False,False,0.0,0.0,0.43137254901960786,,"Leukemia, Lymphocytic, Acute",Abdominal aortic aneurysm,GBMI::AAA,GBMI,GRCh38,AAA,AAA,disease,,Abdominal aortic aneurysm,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,6,6.428571428571428,False,False,0.0,0.0,0.42857142857142855,,Lymphoblastic Lymphoma,J45 Asthma,Pan-UKB::icd10|J45|both_sexes||,Pan-UKB,GRCh37,icd10|J45|both_sexes||,,icd10,J45,J45 Asthma,truncated: true,,Chapter X Diseases of the respiratory system | J40-J47 Chronic lower respiratory diseases | J45 Asthma,direct_disease_candidate,"CSA,EUR,MID","CSA,MID",2.0,verified_from_official_manifest,icd10-J45-both_sexes.tsv.bgz,icd10-J45-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-J45-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-J45-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,573.0,6063.0,h2_z_insignificant,64.0,916.0,n_too_low,900.0,7976.0,PASS,149.0,2560.0,h2_z_insignificant,31030.0,389501.0,PASS,139.0,1460.0,PASS,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,7,6.428571428571428,False,False,0.0,0.0,0.42857142857142855,,Lymphoblastic Lymphoma,Asthma,GBMI::Asthma,GBMI,GRCh38,Asthma,Asthma,disease,,Asthma,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,8,6.315789473684211,False,False,0.0,0.0,0.42105263157894735,,"Lymphocytic Leukemia, Acute",I25 Chronic ischaemic heart disease,Pan-UKB::icd10|I25|both_sexes||,Pan-UKB,GRCh37,icd10|I25|both_sexes||,,icd10,I25,I25 Chronic ischaemic heart disease,truncated: true,,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I25 Chronic ischaemic heart disease,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-I25-both_sexes.tsv.bgz,icd10-I25-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I25-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I25-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,302.0,6334.0,h2_z_insignificant,52.0,928.0,n_too_low,1205.0,7671.0,PASS,83.0,2626.0,h2_z_insignificant,31148.0,389383.0,PASS,136.0,1463.0,h2_z_insignificant,,,,
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,1,7.7142857142857135,False,False,0.0,0.0,0.5142857142857142,,Actinic Keratosis,Chronic bronchitis,Pan-UKB::phecode|496.2|both_sexes||,Pan-UKB,GRCh37,phecode|496.2|both_sexes||,,phecode,496.2,Chronic bronchitis,,,respiratory,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-496.2-both_sexes.tsv.bgz,phecode-496.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-496.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-496.2-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,77.0,5999.0,h2_z_insignificant,,,,156.0,7886.0,PASS,,,,11764.0,379656.0,PASS,,,,,,,
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,2,7.692307692307692,False,False,0.0,0.0,0.5128205128205128,,Actinic Keratoses,Ischemic Heart Disease,Pan-UKB::phecode|411|both_sexes||,Pan-UKB,GRCh37,phecode|411|both_sexes||,,phecode,411,Ischemic Heart Disease,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-411-both_sexes.tsv.bgz,phecode-411-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,400.0,6224.0,h2_z_insignificant,69.0,910.0,n_too_low,1374.0,7496.0,PASS,103.0,2605.0,h2_z_insignificant,37672.0,382052.0,PASS,163.0,1430.0,h2_z_insignificant,,,,
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,3,7.317073170731707,False,False,0.0,0.0,0.4878048780487805,,Actinic Keratoses,R07 Pain in throat and chest,Pan-UKB::icd10|R07|both_sexes||,Pan-UKB,GRCh37,icd10|R07|both_sexes||,,icd10,R07,R07 Pain in throat and chest,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R00-R09 Symptoms and signs involving the circulatory and respiratory systems | R07 Pain in throat and chest",direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-R07-both_sexes.tsv.bgz,icd10-R07-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-R07-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-R07-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,782.0,5854.0,h2_z_insignificant,99.0,881.0,n_too_low,1365.0,7511.0,PASS,165.0,2544.0,h2_z_insignificant,36262.0,384269.0,PASS,187.0,1412.0,h2_z_insignificant,,,,
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,4,7.173913043478261,False,False,0.0,0.0,0.4782608695652174,,"Keratosis, Actinic",M16 Coxarthrosis [arthrosis of hip],Pan-UKB::icd10|M16|both_sexes||,Pan-UKB,GRCh37,icd10|M16|both_sexes||,,icd10,M16,M16 Coxarthrosis [arthrosis of hip],truncated: true,,Chapter XIII Diseases of the musculoskeletal system and connective tissue | M15-M19 Arthrosis | M16 Coxarthrosis [arthrosis of hip],direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-M16-both_sexes.tsv.bgz,icd10-M16-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-M16-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-M16-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,71.0,6565.0,h2_z_insignificant,,,,60.0,8816.0,PASS,,,,14999.0,405532.0,PASS,,,,,,,
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,5,7.0212765957446805,False,False,0.0,0.0,0.46808510638297873,,"Keratosis, Actinic",M17 Gonarthrosis [arthrosis of knee],Pan-UKB::icd10|M17|both_sexes||,Pan-UKB,GRCh37,icd10|M17|both_sexes||,,icd10,M17,M17 Gonarthrosis [arthrosis of knee],truncated: true,,Chapter XIII Diseases of the musculoskeletal system and connective tissue | M15-M19 Arthrosis | M17 Gonarthrosis [arthrosis of knee],direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,icd10-M17-both_sexes.tsv.bgz,icd10-M17-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-M17-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-M17-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,408.0,6228.0,h2_z_insignificant,,,,595.0,8281.0,h2_z_insignificant,73.0,2636.0,h2_z_insignificant,24753.0,395778.0,PASS,76.0,1523.0,PASS,,,,
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,6,7.0212765957446805,False,False,0.0,0.0,0.46808510638297873,,Actinic Keratosis,Obstructive chronic bronchitis,Pan-UKB::phecode|496.21|both_sexes||,Pan-UKB,GRCh37,phecode|496.21|both_sexes||,,phecode,496.21,Obstructive chronic bronchitis,,,respiratory,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-496.21-both_sexes.tsv.bgz,phecode-496.21-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-496.21-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-496.21-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,74.0,5999.0,h2_z_insignificant,,,,152.0,7886.0,PASS,,,,11537.0,379656.0,PASS,,,,,,,
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,7,6.875,False,False,0.0,0.0,0.4583333333333333,,Actinic Keratoses,I25 Chronic ischaemic heart disease,Pan-UKB::icd10|I25|both_sexes||,Pan-UKB,GRCh37,icd10|I25|both_sexes||,,icd10,I25,I25 Chronic ischaemic heart disease,truncated: true,,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I25 Chronic ischaemic heart disease,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-I25-both_sexes.tsv.bgz,icd10-I25-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I25-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I25-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,302.0,6334.0,h2_z_insignificant,52.0,928.0,n_too_low,1205.0,7671.0,PASS,83.0,2626.0,h2_z_insignificant,31148.0,389383.0,PASS,136.0,1463.0,h2_z_insignificant,,,,
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,8,6.774193548387097,False,False,0.0,0.0,0.45161290322580644,,Actinic Keratosis,Osteoarthrosis,Pan-UKB::phecode|740|both_sexes||,Pan-UKB,GRCh37,phecode|740|both_sexes||,,phecode,740,Osteoarthrosis,,,musculoskeletal,direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,phecode-740-both_sexes.tsv.bgz,phecode-740-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-740-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-740-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,423.0,6213.0,h2_z_insignificant,53.0,927.0,n_too_low,547.0,8329.0,h2_z_insignificant,74.0,2635.0,h2_z_insignificant,36073.0,384458.0,PASS,86.0,1513.0,PASS,,,,
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,1,50.63679245283019,False,False,0.5,0.25,0.7924528301886793,idiopathic,Idiopathic Myelofibrosis,Idiopathic pulmonary fibrosis,GBMI::IPF,GBMI,GRCh38,IPF,IPF,disease,,Idiopathic pulmonary fibrosis,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,2,46.55,False,False,0.5,0.25,0.52,chronic,Chronic Idiopathic Myelofibrosis,Chronic bronchitis,Pan-UKB::phecode|496.2|both_sexes||,Pan-UKB,GRCh37,phecode|496.2|both_sexes||,,phecode,496.2,Chronic bronchitis,,,respiratory,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-496.2-both_sexes.tsv.bgz,phecode-496.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-496.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-496.2-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,77.0,5999.0,h2_z_insignificant,,,,156.0,7886.0,PASS,,,,11764.0,379656.0,PASS,,,,,,,
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,3,42.625,False,False,0.5,0.2,0.375,primary,Primary Myelofibroses,Primary open-angle glaucoma,GBMI::POAG,GBMI,GRCh38,POAG,POAG,disease,,Primary open-angle glaucoma,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,4,35.095238095238095,False,False,0.3333333333333333,0.2,0.5396825396825397,chronic,Chronic Idiopathic Myelofibrosis,I25 Chronic ischaemic heart disease,Pan-UKB::icd10|I25|both_sexes||,Pan-UKB,GRCh37,icd10|I25|both_sexes||,,icd10,I25,I25 Chronic ischaemic heart disease,truncated: true,,Chapter IX Diseases of the circulatory system | I20-I25 Ischaemic heart diseases | I25 Chronic ischaemic heart disease,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-I25-both_sexes.tsv.bgz,icd10-I25-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I25-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I25-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,302.0,6334.0,h2_z_insignificant,52.0,928.0,n_too_low,1205.0,7671.0,PASS,83.0,2626.0,h2_z_insignificant,31148.0,389383.0,PASS,136.0,1463.0,h2_z_insignificant,,,,
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,5,33.29032258064516,False,False,0.3333333333333333,0.2,0.41935483870967744,chronic,Chronic Idiopathic Myelofibrosis,Obstructive chronic bronchitis,Pan-UKB::phecode|496.21|both_sexes||,Pan-UKB,GRCh37,phecode|496.21|both_sexes||,,phecode,496.21,Obstructive chronic bronchitis,,,respiratory,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-496.21-both_sexes.tsv.bgz,phecode-496.21-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-496.21-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-496.21-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,74.0,5999.0,h2_z_insignificant,,,,152.0,7886.0,PASS,,,,11537.0,379656.0,PASS,,,,,,,
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,6,33.0,False,False,0.3333333333333333,0.2,0.4,chronic,Chronic Idiopathic Myelofibrosis,"Other chronic ischemic heart disease, unspecified",Pan-UKB::phecode|411.8|both_sexes||,Pan-UKB,GRCh37,phecode|411.8|both_sexes||,,phecode,411.8,"Other chronic ischemic heart disease, unspecified",,,circulatory system,direct_disease_candidate,"CSA,EAS,EUR","CSA,EAS",2.0,verified_from_official_manifest,phecode-411.8-both_sexes.tsv.bgz,phecode-411.8-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411.8-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411.8-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,302.0,6224.0,h2_z_insignificant,52.0,910.0,n_too_low,1205.0,7496.0,PASS,83.0,2605.0,PASS,31198.0,382052.0,PASS,136.0,1430.0,h2_z_insignificant,,,,
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,7,32.65217391304348,False,False,0.3333333333333333,0.2,0.37681159420289856,chronic,Chronic Idiopathic Myelofibrosis,Chronic obstructive pulmonary disease,GBMI::COPD,GBMI,GRCh38,COPD,COPD,disease,,Chronic obstructive pulmonary disease,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,8,32.2,False,False,0.3333333333333333,0.2,0.3466666666666667,chronic,Chronic Idiopathic Myelofibrosis,J44 Other chronic obstructive pulmonary disease,Pan-UKB::icd10|J44|both_sexes||,Pan-UKB,GRCh37,icd10|J44|both_sexes||,,icd10,J44,J44 Other chronic obstructive pulmonary disease,truncated: true,,Chapter X Diseases of the respiratory system | J40-J47 Chronic lower respiratory diseases | J44 Other chronic obstructive pulmonary disease,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-J44-both_sexes.tsv.bgz,icd10-J44-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-J44-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-J44-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,74.0,6562.0,h2_z_insignificant,,,,152.0,8724.0,PASS,,,,11536.0,408995.0,PASS,,,,,,,
D055752,Small Cell Lung Carcinoma,Small Cell Lung Carcinoma,1,1,0,1,1,45.82352941176471,False,False,0.5,0.2,0.5882352941176471,cancer,Oat Cell Lung Cancer,Uterine cancer,GBMI::UtC,GBMI,GRCh38,UtC,UtC,disease,,Uterine cancer,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D055752,Small Cell Lung Carcinoma,Small Cell Lung Carcinoma,1,1,0,1,2,44.05882352941177,False,False,0.5,0.2,0.47058823529411764,cancer,Oat Cell Lung Cancer,Thyroid cancer,GBMI::ThC,GBMI,GRCh38,ThC,ThC,disease,,Thyroid cancer,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D055752,Small Cell Lung Carcinoma,Small Cell Lung Carcinoma,1,1,0,1,3,6.923076923076923,False,False,0.0,0.0,0.46153846153846156,,Small Cell Lung Carcinoma,Primary open-angle glaucoma,GBMI::POAG,GBMI,GRCh38,POAG,POAG,disease,,Primary open-angle glaucoma,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D055752,Small Cell Lung Carcinoma,Small Cell Lung Carcinoma,1,1,0,1,4,6.470588235294118,False,False,0.0,0.0,0.43137254901960786,,Small Cell Lung Cancer,N20 Calculus of kidney and ureter,Pan-UKB::icd10|N20|both_sexes||,Pan-UKB,GRCh37,icd10|N20|both_sexes||,,icd10,N20,N20 Calculus of kidney and ureter,truncated: true,,Chapter XIV Diseases of the genitourinary system | N20-N23 Urolithiasis | N20 Calculus of kidney and ureter,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-N20-both_sexes.tsv.bgz,icd10-N20-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-N20-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-N20-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,59.0,6577.0,h2_z_insignificant,,,,154.0,8722.0,PASS,,,,5530.0,415001.0,PASS,,,,,,,
D055752,Small Cell Lung Carcinoma,Small Cell Lung Carcinoma,1,1,0,1,5,6.315789473684211,False,False,0.0,0.0,0.42105263157894735,,Small Cell Cancer Of The Lung,Internal derangement of knee,Pan-UKB::phecode|835|both_sexes||,Pan-UKB,GRCh37,phecode|835|both_sexes||,,phecode,835,Internal derangement of knee,,,injuries & poisonings,direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,phecode-835-both_sexes.tsv.bgz,phecode-835-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-835-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-835-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,276.0,6291.0,h2_z_insignificant,,,,399.0,8393.0,h2_z_insignificant,63.0,2630.0,h2_z_insignificant,17832.0,397432.0,PASS,67.0,1521.0,PASS,,,,
