pair_trait_uid,ti_uid,gene,pool,indication_mesh_id,indication_mesh_term,analysis_role,locked_mapping_tier,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,pops_available,non_eur_pops_available,mapping_uid,mapping_rationale,locking_reason,indication_mesh_term_pair,ccat,year_launch,supported,initial_set,replication_set,all_set,n_studies_total,n_studies_initial,n_studies_replication,n_ancestries_initial,n_ancestries_replication,n_ancestries_all,has_replication,indication_mesh_term_mapping,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,mapping_tier,clinical_domain,source_verified,candidate_status,reviewer_decision,reviewer_notes
pt_457c89f1dc7ffbeb,PDE4A-D015228,PDE4A,B,D015228,Hypertriglyceridemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915,Triglyceride concentration directly represents hypertriglyceridemia.,Locked as the single primary representation of this indication.,Hypertriglyceridemia,Phase II,,True,['European'],[],['European'],1,1,0,1,0,1,False,Hypertriglyceridemia,Hypertriglyceridemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_80461b80b7e24ce2,PDE4B-D001249,PDE4B,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase II,,True,['European'],[],['European'],3,3,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_87be58c27310abe4,PDE4B-D001249,PDE4B,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['European'],[],['European'],3,3,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_34df36ff375258c0,PDE4B-D001249,PDE4B,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['European'],[],['European'],3,3,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_aca65975d70ca175,PDE4B-D001249,PDE4B,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['European'],[],['European'],3,3,0,1,0,1,False,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_0d6dabebf770ecbf,PDE4B-D015228,PDE4B,B,D015228,Hypertriglyceridemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915,Triglyceride concentration directly represents hypertriglyceridemia.,Locked as the single primary representation of this indication.,Hypertriglyceridemia,Phase II,,True,['African' 'European' 'South Asian'],[],['African' 'European' 'South Asian'],4,4,0,3,0,3,False,Hypertriglyceridemia,Hypertriglyceridemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_d5cde6585f2ee9eb,PDE4B-D029424,PDE4B,B,D029424,"Pulmonary Disease, Chronic Obstructive",PRIMARY,Direct disease,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,COPD,GRCh38,COPD,"AFR,AMR,EAS,EUR","AFR,AMR,EAS",map_c342a950924fe3b4,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['European'],[],['European'],3,3,0,1,0,1,False,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Direct disease,direct_disease,True,REVIEW,,
pt_603b6207010d8b27,PDE4B-D029424,PDE4B,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['European'],[],['European'],3,3,0,1,0,1,False,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_4234a4a0ff6d0c24,PDE4B-D029424,PDE4B,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['European'],[],['European'],3,3,0,1,0,1,False,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_6f7e94029cabde17,PDE4C-D015228,PDE4C,B,D015228,Hypertriglyceridemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915,Triglyceride concentration directly represents hypertriglyceridemia.,Locked as the single primary representation of this indication.,Hypertriglyceridemia,Phase II,,True,['African' 'East Asian' 'European' 'South Asian'],[],['African' 'East Asian' 'European' 'South Asian'],5,5,0,4,0,4,False,Hypertriglyceridemia,Hypertriglyceridemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_da0901a962aa6f65,PDE4D-D001249,PDE4D,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase II,,True,['European'],['African' 'European' 'Hispanic/Latin American'],['African' 'European' 'Hispanic/Latin American'],2,2,2,1,3,3,True,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_58f9bada6dec561f,PDE4D-D001249,PDE4D,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['European'],['African' 'European' 'Hispanic/Latin American'],['African' 'European' 'Hispanic/Latin American'],2,2,2,1,3,3,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_926e9c72ccbd6537,PDE4D-D001249,PDE4D,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['European'],['African' 'European' 'Hispanic/Latin American'],['African' 'European' 'Hispanic/Latin American'],2,2,2,1,3,3,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_a0b6f7723aa36e9f,PDE4D-D001249,PDE4D,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['European'],['African' 'European' 'Hispanic/Latin American'],['African' 'European' 'Hispanic/Latin American'],2,2,2,1,3,3,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_94d1ff5c41d2c8f8,PDE4D-D029424,PDE4D,B,D029424,"Pulmonary Disease, Chronic Obstructive",PRIMARY,Direct disease,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,COPD,GRCh38,COPD,"AFR,AMR,EAS,EUR","AFR,AMR,EAS",map_c342a950924fe3b4,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['European'],['African' 'European' 'Hispanic/Latin American'],['African' 'European' 'Hispanic/Latin American'],2,2,2,1,3,3,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Direct disease,direct_disease,True,REVIEW,,
pt_d9f90925b84ba5d0,PDE4D-D029424,PDE4D,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['European'],['African' 'European' 'Hispanic/Latin American'],['African' 'European' 'Hispanic/Latin American'],2,2,2,1,3,3,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_b30661de647e02d0,PDE4D-D029424,PDE4D,B,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Phase III,,True,['European'],['African' 'European' 'Hispanic/Latin American'],['African' 'European' 'Hispanic/Latin American'],2,2,2,1,3,3,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_87abf99b2ff3f2b7,PDE4D-D065631,PDE4D,B,D065631,"Rhinitis, Allergic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_fef4e0642fc76154,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Rhinitis, Allergic",Phase II,,True,['European'],['African' 'European' 'Hispanic/Latin American'],['African' 'European' 'Hispanic/Latin American'],2,2,2,1,3,3,True,"Rhinitis, Allergic","Rhinitis, Allergic",9,9,1,8,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_513ec70752c91454,PDE5A-D006973,PDE5A,B,D006973,Hypertension,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,"CSA,EUR",CSA,map_a10198eb08d8bca6,Blood pressure is the defining quantitative phenotype.,Retained only for prespecified sensitivity analysis.,Hypertension,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'
 'South Asian']",['European'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'
 'South Asian']",7,7,1,6,1,6,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_a614e21a3e71d41d,PDE5A-D006973,PDE5A,B,D006973,Hypertension,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25,Blood pressure is the defining quantitative phenotype.,Locked as the single primary representation of this indication.,Hypertension,Phase II,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'
 'South Asian']",['European'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other'
 'South Asian']",7,7,1,6,1,6,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_b7fa642b45532a18,PIK3CA-D013922,PIK3CA,B,D013922,Thrombocytosis,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6,Platelet count directly represents the indication.,Locked as the single primary representation of this indication.,Thrombocytosis,Phase I,,True,['European'],[],['European'],3,3,0,1,0,1,False,Thrombocytosis,Thrombocytosis,10,10,2,8,Direct quantitative readout,hematology,True,REVIEW,,
pt_6353175318cb329e,PIK3CB-D013922,PIK3CB,B,D013922,Thrombocytosis,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6,Platelet count directly represents the indication.,Locked as the single primary representation of this indication.,Thrombocytosis,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],9,9,0,5,0,5,False,Thrombocytosis,Thrombocytosis,10,10,2,8,Direct quantitative readout,hematology,True,REVIEW,,
pt_c9e1eacf970a5805,PIK3CD-D013922,PIK3CD,B,D013922,Thrombocytosis,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6,Platelet count directly represents the indication.,Locked as the single primary representation of this indication.,Thrombocytosis,Phase I,,True,['European'],[],['European'],1,1,0,1,0,1,False,Thrombocytosis,Thrombocytosis,10,10,2,8,Direct quantitative readout,hematology,True,REVIEW,,
pt_3ebf1eb1a967b6b1,PIK3CG-D013922,PIK3CG,B,D013922,Thrombocytosis,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6,Platelet count directly represents the indication.,Locked as the single primary representation of this indication.,Thrombocytosis,Phase I,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other Asian' 'South Asian']",['European'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Other Asian' 'South Asian']",15,15,1,7,1,7,True,Thrombocytosis,Thrombocytosis,10,10,2,8,Direct quantitative readout,hematology,True,REVIEW,,
pt_3e44fefba707a2ca,PKLR-D000740,PKLR,B,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,"CSA,EUR",CSA,map_97b816746f065ca0,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Phase I,,True,['European'],[],['European'],4,4,0,1,0,1,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_107c16a292770d35,PKLR-D000740,PKLR,B,D000740,Anemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,"CSA,EUR",CSA,map_e6f7fc7e1a195345,Standard red-cell measures characterize anemia and major subtypes.,Locked as the single primary representation of this indication.,Anemia,Phase I,,True,['European'],[],['European'],4,4,0,1,0,1,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_28894ed980f4169e,PKLR-D000740,PKLR,B,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,"CSA,EUR",CSA,map_69f44c24155f039a,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Phase I,,True,['European'],[],['European'],4,4,0,1,0,1,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_f80c47f883dbd751,PNPLA3-D065626,PNPLA3,B,D065626,Non-alcoholic Fatty Liver Disease,PRIMARY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30620|both_sexes||irnt,Alanine aminotransferase,biomarkers|30620|both_sexes||irnt,GRCh37,alanine_aminotransferase,"AFR,CSA,EUR","AFR,CSA",map_3f38f5939ec50566,Liver enzymes and albumin measure hepatic injury or function rather than a specific liver diagnosis.,Locked as the single primary representation of this indication.,Non-alcoholic Fatty Liver Disease,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['East Asian' 'European'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],13,13,4,4,2,4,True,Non-alcoholic Fatty Liver Disease,Non-alcoholic Fatty Liver Disease,1,1,0,1,Proxy biomarker,hepatic,True,REVIEW,,
pt_6a3b3a037511f7f3,PNPLA3-D065626,PNPLA3,B,D065626,Non-alcoholic Fatty Liver Disease,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::biomarkers|30730|both_sexes||irnt,Gamma glutamyltransferase,biomarkers|30730|both_sexes||irnt,GRCh37,gamma_glutamyltransferase,"CSA,EAS,EUR","CSA,EAS",map_685d9805d9aa2d85,Liver enzymes and albumin measure hepatic injury or function rather than a specific liver diagnosis.,Retained only for prespecified sensitivity analysis.,Non-alcoholic Fatty Liver Disease,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['East Asian' 'European'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],13,13,4,4,2,4,True,Non-alcoholic Fatty Liver Disease,Non-alcoholic Fatty Liver Disease,1,1,0,1,Proxy biomarker,hepatic,True,REVIEW,,
pt_6b794b9c468db916,PPARA-D006937,PPARA,A,D006937,Hypercholesterolemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_505723e622d14ef9,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hypercholesterolemia,Launched,,True,['European'],['European'],['European'],3,3,1,1,1,1,True,Hypercholesterolemia,Hypercholesterolemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_30dd559d6b2ff02a,PPARA-D006937,PPARA,A,D006937,Hypercholesterolemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_53025b2483451588,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hypercholesterolemia,Launched,,True,['European'],['European'],['European'],3,3,1,1,1,1,True,Hypercholesterolemia,Hypercholesterolemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_af16a8e624ca2dad,PPARA-D006937,PPARA,A,D006937,Hypercholesterolemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_50cd2496568d9c63,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hypercholesterolemia,Launched,,True,['European'],['European'],['European'],3,3,1,1,1,1,True,Hypercholesterolemia,Hypercholesterolemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_593f6b8b8b5186f0,PPARA-D006938,PPARA,B,D006938,Hyperlipoproteinemia Type II,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_cfd704321ca3eaef,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipoproteinemia Type II,Phase II,,True,['European'],['European'],['European'],3,3,1,1,1,1,True,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,8,8,3,5,Direct quantitative readout,lipids,True,REVIEW,,
pt_4e4a4a6031c43812,PPARA-D006938,PPARA,B,D006938,Hyperlipoproteinemia Type II,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_20c7523ee78dfeaf,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipoproteinemia Type II,Phase II,,True,['European'],['European'],['European'],3,3,1,1,1,1,True,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,8,8,3,5,Direct quantitative readout,lipids,True,REVIEW,,
pt_bc91123fb6df84b9,PPARA-D006938,PPARA,B,D006938,Hyperlipoproteinemia Type II,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_e773da18247036fb,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hyperlipoproteinemia Type II,Phase II,,True,['European'],['European'],['European'],3,3,1,1,1,1,True,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,8,8,3,5,Direct quantitative readout,lipids,True,REVIEW,,
pt_b6bea03b152677f2,PPARA-D006949,PPARA,A,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_431e4b5a762bae69,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Launched,2008.0,True,['European'],['European'],['European'],3,3,1,1,1,1,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_45ba0d4f2d456e39,PPARA-D006949,PPARA,A,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_c7d4a03a9508b750,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Launched,2008.0,True,['European'],['European'],['European'],3,3,1,1,1,1,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_1dd72c7990ce21cc,PPARA-D006949,PPARA,A,D006949,Hyperlipidemias,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_8442195d65e17d61,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hyperlipidemias,Launched,2008.0,True,['European'],['European'],['European'],3,3,1,1,1,1,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_8fcd1e249aab04ed,PPARA-D009765,PPARA,A,D009765,Obesity,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),continuous|21001|both_sexes||irnt,GRCh37,body_mass_index,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_0b18d3fa6d5f91c0,BMI and waist circumference directly measure adiposity.,Locked as the single primary representation of this indication.,Obesity,Launched,,True,['East Asian' 'European'],[],['East Asian' 'European'],8,8,0,2,0,2,False,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
pt_4752715c702c7153,PPARA-D009765,PPARA,A,D009765,Obesity,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,continuous|48|both_sexes||irnt,GRCh37,waist_circumference,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_89b2b7c6b871d268,BMI and waist circumference directly measure adiposity.,Retained only for prespecified sensitivity analysis.,Obesity,Launched,,True,['East Asian' 'European'],[],['East Asian' 'European'],8,8,0,2,0,2,False,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
