comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,comparison_population,unit_analysis_role,mixed_pool,primary_approval_eligible,maf_threshold,gws_p_threshold,min_portability_variants_pre_ld,min_coloc_variants,n_raw_eur_variants,n_raw_comparison_variants,n_raw_shared_rows,n_duplicate_key_rows_excluded,n_harmonized_exact,n_harmonized_swapped,n_harmonized_primary,n_harmonized_sensitivity,n_valid_biallelic_snp,n_valid_beta_se,n_valid_p,n_valid_af,n_maf_pass,n_quality_pass,n_qc_qualified,n_qc_qualified_sensitivity,n_eur_gws_qc,n_comparison_gws_qc,n_eur_gws_qc_sensitivity,n_comparison_gws_qc_sensitivity,sample_metadata_usable,gbmi_swapped_sensitivity_only,n_eur_strand_flip_flagged,n_comparison_strand_flip_flagged,n_eur_diff_af_gnomad_flagged,n_comparison_diff_af_gnomad_flagged,eur_trait_type,eur_coloc_type,eur_n_cases_median,eur_n_controls_median,eur_n_total_median,eur_case_fraction_median,eur_usable,comparison_trait_type,comparison_coloc_type,comparison_n_cases_median,comparison_n_controls_median,comparison_n_total_median,comparison_case_fraction_median,comparison_usable,portability_pre_ld_eligible,portability_failure_reason,coloc_input_eligible,coloc_failure_reason,coloc_powered_both_ancestries,harmonized_parquet,harmonized_sidecar,cache_action,eur_n_cases,eur_n_controls,eur_n_total,eur_case_fraction,comparison_n_cases,comparison_n_controls,comparison_n_total,comparison_case_fraction,is_primary_mapping,is_nonmixed,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,approval_analysis_eligible,approval_pool,approval_group,portability_deming_slope,portability_fiqt_slope,portability_naive_slope,portability_deming_ci_lower,portability_fiqt_ci_lower,portability_naive_ci_lower,portability_deming_ci_upper,portability_fiqt_ci_upper,portability_naive_ci_upper,portability_n_variants,portability_sign_concordance,portability_pearson_r,portability_lead_sign_concordant,portability_median_abs_eur_z,portability_deming_near_boundary,portability_primary_r2_threshold,coloc_comparison_prior_stability,coloc_primary_category,coloc_primary_pp_h3,coloc_primary_pp_h4,coloc_primary_conditional_h4,coloc_minimum_pp_h3,coloc_maximum_pp_h3,coloc_minimum_pp_h4,coloc_maximum_pp_h4,portability_final_available,coloc_powered_final_available,both_final_mechanisms_available,mechanistic_availability
cmp_74eb5925c4626270,gt_3ef75cbdd99b6f07,IL12B,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,1878,1878,1878.0,0,1878,0,1878,1878,1751,552,552,552,479,528,420,,47,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_74eb5925c4626270.parquet,intermediate/15b4/comparisons/cmp_74eb5925c4626270.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_5c6e340a36104708,gt_54755b381baac1e7,JAK1,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2957,2957,2957.0,0,2957,0,2957,2957,2707,1626,1626,1621,730,1461,617,,62,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_5c6e340a36104708.parquet,intermediate/15b4/comparisons/cmp_5c6e340a36104708.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_89640011637459ea,gt_54755b381baac1e7,JAK1,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,2957,2957,2957.0,0,2957,0,2957,2957,2707,1454,1454,1449,875,1233,747,,65,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_89640011637459ea.parquet,intermediate/15b4/comparisons/cmp_89640011637459ea.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_8c82bdade3034c3e,gt_54755b381baac1e7,JAK1,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2957,2957,2957.0,0,2957,0,2957,2957,2707,933,933,928,618,814,525,,48,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_8c82bdade3034c3e.parquet,intermediate/15b4/comparisons/cmp_8c82bdade3034c3e.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_1e9ae074e40e398a,gt_2fdb14cf300437e0,JAK2,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,4257,4257,4257.0,0,4257,0,4257,4257,4011,2326,2326,2326,841,2059,761,,409,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_1e9ae074e40e398a.parquet,intermediate/15b4/comparisons/cmp_1e9ae074e40e398a.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,0.08927389519519473,0.09886228866254011,0.09837227693140697,-0.3496187792311388,-0.5815834097706997,-0.578031619236457,0.8413967832488952,0.9442417995324179,0.9383835639541593,6.0,0.5,0.08246173617710054,False,10.192120832447195,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_d8eb00402944028b,gt_2fdb14cf300437e0,JAK2,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,4257,4257,4257.0,0,4257,0,4257,4257,4011,1949,1949,1949,973,1631,887,,434,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_d8eb00402944028b.parquet,intermediate/15b4/comparisons/cmp_d8eb00402944028b.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,0.43474512357549017,0.012917271252382517,0.012554899023497523,-0.019343643486860938,-0.5837532146008615,-0.5771994409808999,0.9063635452762915,0.8038258245789333,0.7975237677521752,13.0,0.6923076923076923,0.009328909427302556,False,8.56544502617801,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_5b2b67e88398e55b,gt_2fdb14cf300437e0,JAK2,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,4257,4257,4257.0,0,4257,0,4257,4257,4011,1310,1310,1310,863,1242,782,,407,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_5b2b67e88398e55b.parquet,intermediate/15b4/comparisons/cmp_5b2b67e88398e55b.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,0.2996977073548264,-0.35528894483293016,-0.3531906051231507,-1.1988741572138624,-2.4605509626762863,-2.446386312653698,1.005570905264676,0.7786947380902114,0.7766239846069241,7.0,0.5714285714285714,-0.16354346423354,True,11.551499348109518,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_e9eaa046575337b9,gt_3e77fef73aae3ddd,KDM1A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2158,2158,2158.0,0,2158,0,2158,2158,1974,1326,1326,1326,486,1198,403,,3,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_e9eaa046575337b9.parquet,intermediate/15b4/comparisons/cmp_e9eaa046575337b9.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_0dc5f2945c2f21d1,gt_3e77fef73aae3ddd,KDM1A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,2158,2158,2158.0,0,2158,0,2158,2158,1974,978,978,978,541,791,455,,3,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_0dc5f2945c2f21d1.parquet,intermediate/15b4/comparisons/cmp_0dc5f2945c2f21d1.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_8a0ec5e7ce7ddb07,gt_3e77fef73aae3ddd,KDM1A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2158,2158,2158.0,0,2158,0,2158,2158,1974,612,612,612,495,589,410,,3,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_8a0ec5e7ce7ddb07.parquet,intermediate/15b4/comparisons/cmp_8a0ec5e7ce7ddb07.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_18bf92731dcbbcc8,gt_15ac10d89616dccb,KIT,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2932,2932,2932.0,0,2932,0,2932,2932,2727,1761,1761,1761,807,1558,705,,2,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_18bf92731dcbbcc8.parquet,intermediate/15b4/comparisons/cmp_18bf92731dcbbcc8.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,False,False,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_c5c6a942ebb59e4f,gt_15ac10d89616dccb,KIT,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,2932,2932,2932.0,0,2932,0,2932,2932,2727,1651,1651,1651,895,1335,786,,2,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_c5c6a942ebb59e4f.parquet,intermediate/15b4/comparisons/cmp_c5c6a942ebb59e4f.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,False,False,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_7aaa0a05bd83fbed,gt_15ac10d89616dccb,KIT,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2932,2932,2932.0,0,2932,0,2932,2932,2727,990,990,990,800,922,700,,2,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_7aaa0a05bd83fbed.parquet,intermediate/15b4/comparisons/cmp_7aaa0a05bd83fbed.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,False,False,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_bfc01b90f4d8df7f,gt_c1c146b54614cb80,MPL,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,1863,1863,1863.0,0,1863,0,1863,1863,1775,813,813,812,289,669,254,,13,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_bfc01b90f4d8df7f.parquet,intermediate/15b4/comparisons/cmp_bfc01b90f4d8df7f.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_8a08e1bad7c62995,gt_c1c146b54614cb80,MPL,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,1863,1863,1863.0,0,1863,0,1863,1863,1775,771,771,771,341,661,305,,17,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_8a08e1bad7c62995.parquet,intermediate/15b4/comparisons/cmp_8a08e1bad7c62995.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_c813a3a2004fb6bd,gt_c1c146b54614cb80,MPL,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,1863,1863,1863.0,0,1863,0,1863,1863,1775,422,422,422,257,374,224,,12,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_c813a3a2004fb6bd.parquet,intermediate/15b4/comparisons/cmp_c813a3a2004fb6bd.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,True,True,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_480d6daf54baee46,gt_d1d00e9dc71a2499,PIK3CA,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,3057,3057,3057.0,0,3057,0,3057,3057,2760,1737,1737,1737,853,1517,708,,128,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_480d6daf54baee46.parquet,intermediate/15b4/comparisons/cmp_480d6daf54baee46.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,0.5545574225334754,0.5863323047936742,0.5834251804522792,-0.9428885161331664,-0.9428885227896758,-0.9428885227896762,1.2584795324052351,1.2584795321637428,1.2584795321637428,3.0,0.3333333333333333,0.4153906365677468,True,6.799850634802092,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_090a8b2e128e603c,gt_d1d00e9dc71a2499,PIK3CA,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,3057,3057,3057.0,0,3057,0,3057,3057,2760,1559,1559,1559,885,1369,734,,132,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_090a8b2e128e603c.parquet,intermediate/15b4/comparisons/cmp_090a8b2e128e603c.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,1.979606173758344,2.8909259428928413,2.8695941220182712,1.6260233983885481,1.6260233918128655,1.6260233918128655,3.420584060312975,3.4205840455840444,3.4205840455840453,3.0,1.0,0.9952075743117442,True,6.92820133234641,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_fe5114e73f9be5e8,gt_d1d00e9dc71a2499,PIK3CA,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,3057,3057,3057.0,0,3057,0,3057,3057,2760,1080,1080,1080,668,1038,550,,124,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_fe5114e73f9be5e8.parquet,intermediate/15b4/comparisons/cmp_fe5114e73f9be5e8.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,2.481419159262478,0.9825509718727523,0.9734302390166331,0.23112535622093477,0.23112535612535612,0.23112535612535612,3.6159586546994626,3.6159586681974742,3.6159586681974742,3.0,1.0,0.9998340600432907,True,6.92820133234641,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_d145e0dbaa19ce1a,gt_50240b5be2101e2e,PIK3CB,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,3624,3624,3624.0,0,3624,0,3624,3624,3345,1852,1852,1847,657,1649,543,,247,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_d145e0dbaa19ce1a.parquet,intermediate/15b4/comparisons/cmp_d145e0dbaa19ce1a.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_79511392eb1a415a,gt_50240b5be2101e2e,PIK3CB,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,3624,3624,3624.0,0,3624,0,3624,3624,3345,1500,1500,1497,718,1130,597,,247,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_79511392eb1a415a.parquet,intermediate/15b4/comparisons/cmp_79511392eb1a415a.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_4f5997f4be833364,gt_50240b5be2101e2e,PIK3CB,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,3624,3624,3624.0,0,3624,0,3624,3624,3345,770,770,770,650,737,537,,247,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_4f5997f4be833364.parquet,intermediate/15b4/comparisons/cmp_4f5997f4be833364.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_a5cb7edcd0684533,gt_c3ed739628d10066,PIK3CD,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2707,2707,2707.0,0,2707,0,2707,2707,2510,1641,1641,1639,379,1465,312,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_a5cb7edcd0684533.parquet,intermediate/15b4/comparisons/cmp_a5cb7edcd0684533.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_a3b3cff5a232fecb,gt_c3ed739628d10066,PIK3CD,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,2707,2707,2707.0,0,2707,0,2707,2707,2510,1435,1435,1433,467,1196,388,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_a3b3cff5a232fecb.parquet,intermediate/15b4/comparisons/cmp_a3b3cff5a232fecb.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_02071f60be29f45b,gt_c3ed739628d10066,PIK3CD,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2707,2707,2707.0,0,2707,0,2707,2707,2510,843,843,842,387,798,320,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_02071f60be29f45b.parquet,intermediate/15b4/comparisons/cmp_02071f60be29f45b.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_7906543c413eaa09,gt_2b861b21b2545ae4,PIK3CG,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,1933,1933,1933.0,0,1933,0,1933,1933,1828,1244,1244,1244,652,1149,585,,6,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_7906543c413eaa09.parquet,intermediate/15b4/comparisons/cmp_7906543c413eaa09.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_65b9e21f9ee56f62,gt_2b861b21b2545ae4,PIK3CG,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,1933,1933,1933.0,0,1933,0,1933,1933,1828,1122,1122,1122,720,989,653,,8,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_65b9e21f9ee56f62.parquet,intermediate/15b4/comparisons/cmp_65b9e21f9ee56f62.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_4aa64332dd92c267,gt_2b861b21b2545ae4,PIK3CG,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,1933,1933,1933.0,0,1933,0,1933,1933,1828,743,743,743,592,676,534,,4,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_4aa64332dd92c267.parquet,intermediate/15b4/comparisons/cmp_4aa64332dd92c267.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_88c6906de1ea612c,gt_5a525d6a0e697a02,THPO,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2098,2098,2098.0,0,2098,0,2098,2098,1934,1253,1253,1253,627,1110,542,,123,4,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,True,intermediate/15b4/comparisons/cmp_88c6906de1ea612c.parquet,intermediate/15b4/comparisons/cmp_88c6906de1ea612c.json,PROCESSED_NOW,407992.0,,407992.0,,6281.0,,6281.0,,True,True,True,True,True,True,True,True,True,True,B,Phase I-III/not launched,0.8812524253991286,0.8223379501189477,0.8190850129427886,0.5429967871263233,0.6174173296393266,0.6107919495817207,1.0416304391010354,0.9918217456762246,0.9862363286260656,9.0,0.7777777777777778,0.9136832659946373,True,9.709352517985613,False,0.1,PRIOR_SENSITIVE,INCONCLUSIVE,0.6987066655962487,0.3012692364105512,0.3012764965695169,0.18825842313220212,0.9586324982743463,0.0413344390391636,0.8117350839424557,True,True,True,BOTH
cmp_00943344950234cb,gt_5a525d6a0e697a02,THPO,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,0.01,5e-08,3,50,2098,2098,2098.0,0,2098,0,2098,2098,1934,1159,1159,1159,706,997,613,,134,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_00943344950234cb.parquet,intermediate/15b4/comparisons/cmp_00943344950234cb.json,PROCESSED_NOW,407992.0,,407992.0,,8532.0,,8532.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,0.6126297950445857,0.26469148492449096,0.26365169748268125,0.2538399032367012,-0.005923475091639239,-0.005749342453698111,0.9817402006894571,0.8257617617826579,0.8199865426185255,16.0,0.75,0.41616508136483465,True,9.169314102703972,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_753051b5ab931966,gt_5a525d6a0e697a02,THPO,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2098,2098,2098.0,0,2098,0,2098,2098,1934,742,742,742,595,685,514,,115,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,True,,True,,False,intermediate/15b4/comparisons/cmp_753051b5ab931966.parquet,intermediate/15b4/comparisons/cmp_753051b5ab931966.json,PROCESSED_NOW,407992.0,,407992.0,,2632.0,,2632.0,,True,True,True,True,True,True,False,True,False,True,B,Phase I-III/not launched,0.5058032102742686,0.9788992918209516,0.9753742614418915,-0.008350463449345391,-0.2907069751300826,-0.2910234270289809,1.2909139834444892,1.5618190988523,1.5588643136068763,9.0,0.6666666666666666,0.5918092743127867,True,9.709352517985613,False,0.1,,,,,,,,,,True,False,False,PORTABILITY_ONLY
cmp_672e4bb04d1de71c,gt_935c33c43285e1f1,ACE,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,0.01,5e-08,3,50,1588,1588,1588.0,0,1588,0,1588,1588,1467,778,778,778,345,584,296,,0,0,,,True,False,,,,,continuous,quant,,,,,True,continuous,quant,,,,,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_672e4bb04d1de71c.parquet,intermediate/15b4/comparisons/cmp_672e4bb04d1de71c.json,PROCESSED_NOW,396663.0,,396663.0,,8641.0,,8641.0,,True,True,True,False,False,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
