comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,unit_analysis_role,locked_mapping_tier,mapping_tiers_contributing,mixed_pool,primary_approval_eligible,sensitivity_pool_assignment,pools,n_A_pairs,n_B_pairs,n_target_indication_pairs,n_indications,indications,eur_population,comparison_population,chrom,chrom_ucsc,gene_start_1based,gene_end_1based,gene_start_0based,window_start_1based,window_end_1based,window_start_0based,window_bp,strand,gene_ids,gene_types,coordinate_gene_symbol,coordinate_match_method,gencode_release,coordinate_status,summary_stat_layout,eur_data_url,eur_index_url,comparison_data_url,comparison_index_url,source_population_label,source_schema_status,source_metadata_status,source_file_index_verified,coordinate_ready,eur_source_ready,comparison_source_ready,extraction_ready,unresolved_reason
cmp_7f7eac78c29f324f,gt_3f9a2ee8d840a17a,IL7R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,SENSITIVITY,Proxy biomarker,Proxy biomarker,False,False,B,B,0,1,1,1,"Diabetes Mellitus, Type 1",EUR,MID,5,chr5,35852797,35879705,35852796,35752797,35979705,35752796,100000,+,ENSG00000168685.10,protein_coding,IL7R,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_e888f5b6a5882a64,gt_67c54d9791524a5b,ACVRL1,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,12,chr12,52300692,52317145,52300691,52200692,52417145,52200691,100000,+,ENSG00000139567.8,protein_coding,ACVRL1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_b2c638cbfe038ac9,gt_0f0a6425c6b4403c,BCL11A,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Proxy biomarker,Proxy biomarker,False,False,B,B,0,1,1,1,"Anemia, Sickle Cell",EUR,CSA,2,chr2,60678302,60780702,60678301,60578302,60880702,60578301,100000,-,ENSG00000119866.16,protein_coding,BCL11A,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_f66faf55b9836904,gt_0c3c603f8b577864,BCL2,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,18,chr18,60790579,60987361,60790578,60690579,61087361,60690578,100000,-,ENSG00000171791.10,protein_coding,BCL2,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_c37b7b030b1acba0,gt_7b4582d3f70c8637,DYRK3,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,1,chr1,206808881,206857764,206808880,206708881,206957764,206708880,100000,+,ENSG00000143479.11,protein_coding,DYRK3,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_2306f4bf45b37d7c,gt_96b2ddeb85d9edbd,EGLN1,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,A,A,1,0,1,1,Anemia,EUR,CSA,1,chr1,231499497,231560790,231499496,231399497,231660790,231399496,100000,-,ENSG00000135766.8,protein_coding,EGLN1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_daa15ff91a07e91a,gt_9f9d9a8f3eb4fe90,EGLN2,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,A,A,1,0,1,1,Anemia,EUR,CSA,19,chr19,41304901,41314338,41304900,41204901,41414338,41204900,100000,+,ENSG00000269858.1,protein_coding,EGLN2,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_aea0123847180897,gt_66b062a2cbe3e941,EGLN3,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,A,A,1,0,1,1,Anemia,EUR,CSA,14,chr14,34393437,34931980,34393436,34293437,35031980,34293436,100000,-,ENSG00000129521.9,protein_coding,EGLN3,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_02d97881ff51fd4a,gt_7ae5be7834d91f7b,EPOR,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,A,A,1,0,1,1,Anemia,EUR,CSA,19,chr19,11488236,11495018,11488235,11388236,11595018,11388235,100000,-,ENSG00000187266.9,protein_coding,EPOR,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_bdfcb931f7c4e98d,gt_9d916cc71cbd9929,HAMP,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,19,chr19,35771619,35776046,35771618,35671619,35876046,35671618,100000,+,ENSG00000105697.3,protein_coding,HAMP,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_20aa3024b0b5f241,gt_e2b9d18ccdcdc08d,HBG1,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Proxy biomarker,Proxy biomarker,False,False,B,B,0,1,1,1,"Anemia, Sickle Cell",EUR,CSA,11,chr11,5269313,5271122,5269312,5169313,5371122,5169312,100000,-,ENSG00000213934.5,protein_coding,HBG1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_86792b4c13fc2516,gt_fb481c095df557c6,IL6,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,7,chr7,22765503,22771621,22765502,22665503,22871621,22665502,100000,+,ENSG00000136244.7,protein_coding,IL6,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_e00f54419dcb7e9d,gt_dc4d847f4c3509f6,PKLR,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,1,chr1,155259630,155271225,155259629,155159630,155371225,155159629,100000,-,ENSG00000143627.13,protein_coding,PKLR,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_b8a375815fd092d9,gt_be73a29381d60813,SLC40A1,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,2,chr2,190425305,190448484,190425304,190325305,190548484,190325304,100000,-,ENSG00000138449.6,protein_coding,SLC40A1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_431c0cb5b1d66f60,gt_c19c98b54e6718ee,BCL11A,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,SENSITIVITY,Proxy biomarker,Proxy biomarker,False,False,B,B,0,1,1,1,"Anemia, Sickle Cell",EUR,CSA,2,chr2,60678302,60780702,60678301,60578302,60880702,60578301,100000,-,ENSG00000119866.16,protein_coding,BCL11A,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30020-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30020-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30020-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30020-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_fc1519fc51005152,gt_5987f2d6993fa9d0,HBG1,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,SENSITIVITY,Proxy biomarker,Proxy biomarker,False,False,B,B,0,1,1,1,"Anemia, Sickle Cell",EUR,CSA,11,chr11,5269313,5271122,5269312,5169313,5371122,5169312,100000,-,ENSG00000213934.5,protein_coding,HBG1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30020-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30020-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30020-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30020-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_eca8b8fde0951132,gt_159a6541799e74e2,JAK2,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,A,A,1,0,1,1,Polycythemia Vera,EUR,CSA,9,chr9,4985033,5128183,4985032,4885033,5228183,4885032,100000,+,ENSG00000096968.8,protein_coding,JAK2,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30020-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30020-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30020-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30020-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_1f5b980bdf9ed88c,gt_155dae93dd1434a9,ACVRL1,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,12,chr12,52300692,52317145,52300691,52200692,52417145,52200691,100000,+,ENSG00000139567.8,protein_coding,ACVRL1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_af8dc765866541cc,gt_dd9f4fe0c23e938f,BCL11A,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,SENSITIVITY,Proxy biomarker,Proxy biomarker,False,False,B,B,0,1,1,1,"Anemia, Sickle Cell",EUR,CSA,2,chr2,60678302,60780702,60678301,60578302,60880702,60578301,100000,-,ENSG00000119866.16,protein_coding,BCL11A,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_8a9855aad5f691d3,gt_05f8bac9dea5ae35,BCL2,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,18,chr18,60790579,60987361,60790578,60690579,61087361,60690578,100000,-,ENSG00000171791.10,protein_coding,BCL2,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_bb57965c2a392dfb,gt_5505327134397a27,DYRK3,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,B,B,0,1,1,1,Anemia,EUR,CSA,1,chr1,206808881,206857764,206808880,206708881,206957764,206708880,100000,+,ENSG00000143479.11,protein_coding,DYRK3,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_6b6c2f6626e40a5d,gt_066545273a7ccaa6,EGLN1,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,A,A,1,0,1,1,Anemia,EUR,CSA,1,chr1,231499497,231560790,231499496,231399497,231660790,231399496,100000,-,ENSG00000135766.8,protein_coding,EGLN1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_4248cb77ea26cba3,gt_e62033aef1ef1332,EGLN2,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,A,A,1,0,1,1,Anemia,EUR,CSA,19,chr19,41304901,41314338,41304900,41204901,41414338,41204900,100000,+,ENSG00000269858.1,protein_coding,EGLN2,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_b0322dbcbbde58c0,gt_3671d46e17b82f0c,EGLN3,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,A,A,1,0,1,1,Anemia,EUR,CSA,14,chr14,34393437,34931980,34393436,34293437,35031980,34293436,100000,-,ENSG00000129521.9,protein_coding,EGLN3,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_e72e5525efa44ae3,gt_21973df8b3e37a4d,EPOR,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,False,False,A,A,1,0,1,1,Anemia,EUR,CSA,19,chr19,11488236,11495018,11488235,11388236,11595018,11388235,100000,-,ENSG00000187266.9,protein_coding,EPOR,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30040-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
