indication_mesh_id,indication_mesh_term,n_pairs,n_genes,n_A,n_B,candidate_rank,candidate_rank_score,lexical_score,exact_normalized_match,token_containment,token_jaccard,sequence_similarity,panukb_phenotype_id,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,category,is_binary,is_quantitative,pops_pass_qc,num_pops_pass_qc,filename,filename_tabix,aws_path,aws_path_tabix,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID
D017674,Hypophosphatemia,1,1,0,1,5,10.893343919544794,7.893343919544793,False,0.0,0.0,0.3939393939393939,categorical|6141|both_sexes|1|,categorical,6141,both_sexes,1,,How are people in household related to participant,"ACE touchscreen question ""How are the other people who live with you related to you? (You can select more than one answer)"" The following checks were performed:  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     Please select all the options that apply. Answer this question considering all the people who you counted in the household in response to the previous question.      ~F6141~ was collected from all participants except those who indicated they were living in a sheltered accommodation or in a care home, as defined by their answers to ~F670~ and living alone, as defined by their answers to ~F670~",UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,True,False,"CSA,EUR",2,categorical-6141-both_sexes-1.tsv.bgz,categorical-6141-both_sexes-1.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6141-both_sexes-1.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6141-both_sexes-1.tsv.bgz.tbi,2799.0,629.0,6488.0,1847.0,309041.0,974.0,3555.0,321.0,2017.0,741.0,108947.0,561.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017674,Hypophosphatemia,1,1,0,1,6,10.893343919544794,7.893343919544793,False,0.0,0.0,0.3939393939393939,categorical|6141|both_sexes|2|,categorical,6141,both_sexes,2,,How are people in household related to participant,"ACE touchscreen question ""How are the other people who live with you related to you? (You can select more than one answer)"" The following checks were performed:  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     Please select all the options that apply. Answer this question considering all the people who you counted in the household in response to the previous question.      ~F6141~ was collected from all participants except those who indicated they were living in a sheltered accommodation or in a care home, as defined by their answers to ~F670~ and living alone, as defined by their answers to ~F670~",UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household,True,False,"EUR,MID",2,categorical-6141-both_sexes-2.tsv.bgz,categorical-6141-both_sexes-2.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6141-both_sexes-2.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6141-both_sexes-2.tsv.bgz.tbi,3310.0,433.0,5573.0,1349.0,140386.0,815.0,3044.0,517.0,2932.0,1239.0,277602.0,720.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D017674,Hypophosphatemia,1,1,0,1,7,10.777777777777779,7.777777777777778,False,0.0,0.0,0.3888888888888889,phecode|550.2|both_sexes||,phecode,550.2,both_sexes,,,Diaphragmatic hernia,,digestive,True,False,"CSA,EUR,MID",3,phecode-550.2-both_sexes.tsv.bgz,phecode-550.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550.2-both_sexes.tsv.bgz.tbi,326.0,70.0,660.0,88.0,33482.0,139.0,6019.0,868.0,7837.0,2581.0,363863.0,1375.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D017674,Hypophosphatemia,1,1,0,1,8,10.0,10.0,False,0.0,0.0,0.5,biomarkers|30610|both_sexes||irnt,biomarkers,30610,both_sexes,,irnt,Alkaline phosphatase,,Biological samples > Assay results > Blood assays > Blood biochemistry,False,True,"CSA,EUR,MID",3,biomarkers-30610-both_sexes-irnt.tsv.bgz,biomarkers-30610-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30610-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30610-both_sexes-irnt.tsv.bgz.tbi,6216.0,938.0,8422.0,2572.0,400988.0,1497.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D017681,Hypereosinophilic Syndrome,2,2,0,2,1,12.473684210526315,9.473684210526315,False,0.0,0.0,0.47368421052631576,phecode|401|both_sexes||,phecode,401,both_sexes,,,Hypertension,,circulatory system,True,False,"CSA,EUR",2,phecode-401-both_sexes.tsv.bgz,phecode-401-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-401-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-401-both_sexes.tsv.bgz.tbi,2037.0,160.0,2690.0,431.0,94311.0,348.0,4589.0,816.0,6170.0,2272.0,325488.0,1245.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017681,Hypereosinophilic Syndrome,2,2,0,2,2,12.046511627906977,12.046511627906977,False,0.0,0.0,0.5581395348837209,continuous|30150|both_sexes||irnt,continuous,30150,both_sexes,,irnt,Eosinophill count,"Result of ""Eosinophils Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Eosinophils count is the proportion of ( eosinophils / 100 ) x white blood cell count.",Biological samples > Assay results > Blood assays > Blood count,False,True,"CSA,EUR",2,continuous-30150-both_sexes-irnt.tsv.bgz,continuous-30150-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30150-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30150-both_sexes-irnt.tsv.bgz.tbi,6262.0,949.0,8502.0,2630.0,407265.0,1546.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017681,Hypereosinophilic Syndrome,2,2,0,2,3,11.490497076023392,8.490497076023392,False,0.0,0.0,0.42105263157894735,categorical|41200|both_sexes|J183|,categorical,41200,both_sexes,J183,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",Health-related outcomes > Hospital inpatient > Summary Operations,True,False,"CSA,EUR",2,categorical-41200-both_sexes-J183.tsv.bgz,categorical-41200-both_sexes-J183.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41200-both_sexes-J183.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41200-both_sexes-J183.tsv.bgz.tbi,91.0,,201.0,54.0,14065.0,,6545.0,,8675.0,2655.0,406466.0,,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,
D017681,Hypereosinophilic Syndrome,2,2,0,2,4,11.45,8.45,False,0.0,0.0,0.36,categorical|2335|both_sexes|2335|,categorical,2335,both_sexes,2335,,Chest pain or discomfort,"ACE touchscreen question ""Do you ever have any pain or discomfort in your chest?""",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Chest pain,True,False,"CSA,EUR",2,categorical-2335-both_sexes-2335.tsv.bgz,categorical-2335-both_sexes-2335.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-2335-both_sexes-2335.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-2335-both_sexes-2335.tsv.bgz.tbi,1620.0,192.0,1865.0,491.0,65852.0,363.0,4774.0,752.0,6454.0,2056.0,350420.0,1149.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017681,Hypereosinophilic Syndrome,2,2,0,2,5,11.38517763046065,8.38517763046065,False,0.0,0.0,0.3783783783783784,categorical|5001|both_sexes|5001|,categorical,5001,both_sexes,5001,,FI7 : synonym,"ACE touchscreen question ""Stop means the same as?"". Part 7 of Fluid Intelligence test.  Offered choice from Pause, Close, Cease, Break or Rest.",UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,True,False,"CSA,EUR",2,categorical-5001-both_sexes-5001.tsv.bgz,categorical-5001-both_sexes-5001.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-5001-both_sexes-5001.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-5001-both_sexes-5001.tsv.bgz.tbi,744.0,100.0,838.0,189.0,85333.0,152.0,471.0,31.0,669.0,118.0,12267.0,69.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017681,Hypereosinophilic Syndrome,2,2,0,2,6,11.181818181818182,8.181818181818182,False,0.0,0.0,0.4090909090909091,phecode|496.2|both_sexes||,phecode,496.2,both_sexes,,,Chronic bronchitis,,respiratory,True,False,"CSA,EUR",2,phecode-496.2-both_sexes.tsv.bgz,phecode-496.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-496.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-496.2-both_sexes.tsv.bgz.tbi,77.0,,156.0,,11764.0,,5999.0,,7886.0,,379656.0,,h2_z_insignificant,,PASS,,PASS,
D017681,Hypereosinophilic Syndrome,2,2,0,2,7,10.921439060205579,10.921439060205579,False,0.0,0.0,0.5416666666666666,continuous|30210|both_sexes||irnt,continuous,30210,both_sexes,,irnt,Eosinophill percentage,"Result of ""Eosinophils Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Eosinophils (Percentage) is calculated as the proportion of eosinophils in the leukocytes.",Biological samples > Assay results > Blood assays > Blood count,False,True,"CSA,EUR",2,continuous-30210-both_sexes-irnt.tsv.bgz,continuous-30210-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30210-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30210-both_sexes-irnt.tsv.bgz.tbi,6262.0,949.0,8502.0,2630.0,407270.0,1546.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017681,Hypereosinophilic Syndrome,2,2,0,2,8,10.843137254901961,7.8431372549019605,False,0.0,0.0,0.39215686274509803,phecode|716.2|both_sexes||,phecode,716.2,both_sexes,,,Unspecified monoarthritis,,musculoskeletal,True,False,"CSA,EAS,EUR,MID",4,phecode-716.2-both_sexes.tsv.bgz,phecode-716.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716.2-both_sexes.tsv.bgz.tbi,341.0,,504.0,63.0,20094.0,63.0,5922.0,,7845.0,2571.0,372332.0,1456.0,h2_z_insignificant,,PASS,PASS,PASS,PASS
D017719,Diabetic Foot,2,2,0,2,1,13.666666666666666,10.666666666666666,False,0.0,0.0,0.5333333333333333,phecode|250|both_sexes||,phecode,250,both_sexes,,,Diabetes mellitus,,endocrine/metabolic,True,False,"CSA,EUR",2,phecode-250-both_sexes.tsv.bgz,phecode-250-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-250-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-250-both_sexes.tsv.bgz.tbi,843.0,,1695.0,154.0,24348.0,175.0,5793.0,,7181.0,2555.0,396181.0,1424.0,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017719,Diabetic Foot,2,2,0,2,2,12.215686274509803,9.215686274509803,False,0.0,0.0,0.4117647058823529,categorical|4294|both_sexes|0|,categorical,4294,both_sexes,0,,Final attempt correct,True if final answer given was correct.,UK Biobank Assessment Centre > Cognitive function > Prospective memory,True,False,"CSA,EUR",2,categorical-4294-both_sexes-0.tsv.bgz,categorical-4294-both_sexes-0.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-4294-both_sexes-0.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-4294-both_sexes-0.tsv.bgz.tbi,541.0,61.0,822.0,166.0,5328.0,110.0,3246.0,375.0,4549.0,1017.0,132671.0,595.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017719,Diabetic Foot,2,2,0,2,3,11.812642145714062,8.812642145714062,False,0.0,0.0,0.43902439024390244,categorical|2443|both_sexes|2443|,categorical,2443,both_sexes,2443,,Diabetes diagnosed by doctor,"ACE touchscreen question ""Has a doctor ever told you that you have diabetes?"" If the participant activated the Help button they were shown the message:     If you are unsure if you have been told you had diabetes, select Do not know and you will be asked about this by an interviewer later during this visit.     ",UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,True,False,"CSA,EUR",2,categorical-2443-both_sexes-2443.tsv.bgz,categorical-2443-both_sexes-2443.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-2443-both_sexes-2443.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-2443-both_sexes-2443.tsv.bgz.tbi,777.0,,1554.0,159.0,20294.0,175.0,5734.0,,7009.0,2444.0,399083.0,1371.0,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017719,Diabetic Foot,2,2,0,2,4,11.571428571428571,8.571428571428571,False,0.0,0.0,0.42857142857142855,phecode|250.2|both_sexes||,phecode,250.2,both_sexes,,,Type 2 diabetes,,endocrine/metabolic,True,False,"CSA,EUR",2,phecode-250.2-both_sexes.tsv.bgz,phecode-250.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-250.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-250.2-both_sexes.tsv.bgz.tbi,796.0,,1664.0,152.0,22768.0,170.0,5793.0,,7181.0,2555.0,396181.0,1424.0,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017719,Diabetic Foot,2,2,0,2,5,11.484848484848484,8.484848484848484,False,0.0,0.0,0.42424242424242425,phecode|550.2|both_sexes||,phecode,550.2,both_sexes,,,Diaphragmatic hernia,,digestive,True,False,"CSA,EUR,MID",3,phecode-550.2-both_sexes.tsv.bgz,phecode-550.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550.2-both_sexes.tsv.bgz.tbi,326.0,70.0,660.0,88.0,33482.0,139.0,6019.0,868.0,7837.0,2581.0,363863.0,1375.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D017719,Diabetic Foot,2,2,0,2,6,11.354336545589325,8.354336545589325,False,0.0,0.0,0.3684210526315789,categorical|20003|both_sexes|1140865634|,categorical,20003,both_sexes,1140865634,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,UK Biobank Assessment Centre > Verbal interview > Medications,True,False,"CSA,EUR",2,categorical-20003-both_sexes-1140865634.tsv.bgz,categorical-20003-both_sexes-1140865634.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20003-both_sexes-1140865634.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140865634.tsv.bgz.tbi,352.0,77.0,636.0,81.0,24743.0,119.0,6272.0,903.0,8213.0,2626.0,395730.0,1476.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D017719,Diabetic Foot,2,2,0,2,7,11.354336545589325,8.354336545589325,False,0.0,0.0,0.3684210526315789,categorical|20003|both_sexes|1140866738|,categorical,20003,both_sexes,1140866738,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,UK Biobank Assessment Centre > Verbal interview > Medications,True,False,"CSA,EAS,EUR",3,categorical-20003-both_sexes-1140866738.tsv.bgz,categorical-20003-both_sexes-1140866738.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20003-both_sexes-1140866738.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140866738.tsv.bgz.tbi,227.0,,341.0,58.0,16428.0,59.0,6397.0,,8508.0,2649.0,404045.0,1536.0,h2_z_insignificant,,PASS,PASS,PASS,h2_z_insignificant
D017719,Diabetic Foot,2,2,0,2,8,11.354336545589325,8.354336545589325,False,0.0,0.0,0.3684210526315789,categorical|20003|both_sexes|1140871310|,categorical,20003,both_sexes,1140871310,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,UK Biobank Assessment Centre > Verbal interview > Medications,True,False,"CSA,EAS,EUR",3,categorical-20003-both_sexes-1140871310.tsv.bgz,categorical-20003-both_sexes-1140871310.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-20003-both_sexes-1140871310.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140871310.tsv.bgz.tbi,918.0,181.0,804.0,208.0,52343.0,196.0,5706.0,799.0,8045.0,2499.0,368130.0,1399.0,h2_z_insignificant,n_too_low,PASS,PASS,PASS,h2_z_insignificant
D018242,"Neuroectodermal Tumors, Primitive",1,1,0,1,1,13.049280504632366,10.049280504632366,False,0.0,0.0,0.49122807017543857,categorical|6160|both_sexes|1|,categorical,6160,both_sexes,1,,Leisure/social activities,"ACE touchscreen question ""Which of the following do you attend once a week or more often? (You can select more than one)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     If this varies, please think about activities in the last year.     ",UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,True,False,"AFR,CSA,EUR",3,categorical-6160-both_sexes-1.tsv.bgz,categorical-6160-both_sexes-1.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6160-both_sexes-1.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6160-both_sexes-1.tsv.bgz.tbi,1545.0,256.0,1973.0,711.0,125667.0,357.0,4975.0,701.0,6505.0,1891.0,293552.0,1193.0,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D018242,"Neuroectodermal Tumors, Primitive",1,1,0,1,2,13.049280504632366,10.049280504632366,False,0.0,0.0,0.49122807017543857,categorical|6160|both_sexes|100|,categorical,6160,both_sexes,100,,Leisure/social activities,"ACE touchscreen question ""Which of the following do you attend once a week or more often? (You can select more than one)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     If this varies, please think about activities in the last year.     ",UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,True,False,"AFR,CSA,EUR,MID",4,categorical-6160-both_sexes-100.tsv.bgz,categorical-6160-both_sexes-100.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6160-both_sexes-100.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6160-both_sexes-100.tsv.bgz.tbi,1603.0,290.0,3026.0,962.0,126966.0,612.0,4917.0,667.0,5452.0,1640.0,292253.0,938.0,PASS,n_too_low,PASS,h2_z_insignificant,PASS,PASS
D018242,"Neuroectodermal Tumors, Primitive",1,1,0,1,3,13.049280504632366,10.049280504632366,False,0.0,0.0,0.49122807017543857,categorical|6160|both_sexes|4|,categorical,6160,both_sexes,4,,Leisure/social activities,"ACE touchscreen question ""Which of the following do you attend once a week or more often? (You can select more than one)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     If this varies, please think about activities in the last year.     ",UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,True,False,"CSA,EUR",2,categorical-6160-both_sexes-4.tsv.bgz,categorical-6160-both_sexes-4.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6160-both_sexes-4.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6160-both_sexes-4.tsv.bgz.tbi,509.0,125.0,448.0,222.0,29885.0,148.0,6011.0,832.0,8030.0,2380.0,389334.0,1402.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D018242,"Neuroectodermal Tumors, Primitive",1,1,0,1,4,13.049280504632366,10.049280504632366,False,0.0,0.0,0.49122807017543857,categorical|6160|both_sexes|5|,categorical,6160,both_sexes,5,,Leisure/social activities,"ACE touchscreen question ""Which of the following do you attend once a week or more often? (You can select more than one)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     If this varies, please think about activities in the last year.     ",UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support,True,False,"EUR,MID",2,categorical-6160-both_sexes-5.tsv.bgz,categorical-6160-both_sexes-5.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6160-both_sexes-5.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6160-both_sexes-5.tsv.bgz.tbi,954.0,178.0,1161.0,505.0,93258.0,219.0,5566.0,779.0,7317.0,2097.0,325961.0,1331.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D018242,"Neuroectodermal Tumors, Primitive",1,1,0,1,5,11.845682792406613,8.845682792406613,False,0.0,0.0,0.36619718309859156,icd10|I83|both_sexes||,icd10,I83,both_sexes,,,I83 Varicose veins of lower extremities,truncated: true,"Chapter IX Diseases of the circulatory system | I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified | I83 Varicose veins of lower extremities",True,False,"AFR,EUR",2,icd10-I83-both_sexes.tsv.bgz,icd10-I83-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-I83-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-I83-both_sexes.tsv.bgz.tbi,89.0,,183.0,,12059.0,,6547.0,,8693.0,,408472.0,,PASS,,h2_z_insignificant,,PASS,
D018242,"Neuroectodermal Tumors, Primitive",1,1,0,1,6,11.458299919807539,8.458299919807539,False,0.0,0.0,0.4186046511627907,categorical|1468|both_sexes|2|,categorical,1468,both_sexes,2,,Cereal type,"ACE touchscreen question ""What type of cereal do you mainly eat?"" If the participant activated the Help button they were shown the message:     If you eat more than one type of cereal, please select the one that you eat the most. If you are unsure, select Do not know.      ~F1468~ was collected from all participants except those who indicated that they do not eat cereal or less than one bowl of cereal each week, as defined by their answers to ~F1458~",UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,True,False,"EUR,MID",2,categorical-1468-both_sexes-2.tsv.bgz,categorical-1468-both_sexes-2.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-1468-both_sexes-2.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-1468-both_sexes-2.tsv.bgz.tbi,749.0,88.0,1365.0,196.0,62649.0,171.0,4114.0,601.0,5090.0,1432.0,286878.0,886.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D018242,"Neuroectodermal Tumors, Primitive",1,1,0,1,7,11.458299919807539,8.458299919807539,False,0.0,0.0,0.4186046511627907,categorical|1468|both_sexes|4|,categorical,1468,both_sexes,4,,Cereal type,"ACE touchscreen question ""What type of cereal do you mainly eat?"" If the participant activated the Help button they were shown the message:     If you eat more than one type of cereal, please select the one that you eat the most. If you are unsure, select Do not know.      ~F1468~ was collected from all participants except those who indicated that they do not eat cereal or less than one bowl of cereal each week, as defined by their answers to ~F1458~",UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet,True,False,"EUR,MID",2,categorical-1468-both_sexes-4.tsv.bgz,categorical-1468-both_sexes-4.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-1468-both_sexes-4.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-1468-both_sexes-4.tsv.bgz.tbi,586.0,138.0,866.0,332.0,70931.0,213.0,4277.0,551.0,5589.0,1296.0,278596.0,844.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
D018242,"Neuroectodermal Tumors, Primitive",1,1,0,1,8,11.421052631578947,8.421052631578947,False,0.0,0.0,0.42105263157894735,phecode|716.2|both_sexes||,phecode,716.2,both_sexes,,,Unspecified monoarthritis,,musculoskeletal,True,False,"CSA,EAS,EUR,MID",4,phecode-716.2-both_sexes.tsv.bgz,phecode-716.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716.2-both_sexes.tsv.bgz.tbi,341.0,,504.0,63.0,20094.0,63.0,5922.0,,7845.0,2571.0,372332.0,1456.0,h2_z_insignificant,,PASS,PASS,PASS,PASS
D018307,"Neoplasms, Squamous Cell",1,1,0,1,1,27.384050206643195,27.384050206643195,False,0.3333333333333333,0.16666666666666666,0.3404255319148936,continuous|30270|both_sexes||irnt,continuous,30270,both_sexes,,irnt,Mean sphered cell volume,"Result of ""Mean Sphered Cells Volume"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit.",Biological samples > Assay results > Blood assays > Blood count,False,True,"AFR,CSA,EUR",3,continuous-30270-both_sexes-irnt.tsv.bgz,continuous-30270-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30270-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30270-both_sexes-irnt.tsv.bgz.tbi,6108.0,926.0,8315.0,2582.0,401345.0,1518.0,,,,,,,PASS,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
D018307,"Neoplasms, Squamous Cell",1,1,0,1,2,25.15340442986054,25.15340442986054,False,0.3333333333333333,0.043478260869565216,0.4,continuous|30140|both_sexes||irnt,continuous,30140,both_sexes,,irnt,Neutrophill count,"Result of ""Neutrophils Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Neutrophils count is the proportion of ( neutrophils / 100 ) x white blood cell count.",Biological samples > Assay results > Blood assays > Blood count,False,True,"CSA,EUR,MID",3,continuous-30140-both_sexes-irnt.tsv.bgz,continuous-30140-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30140-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30140-both_sexes-irnt.tsv.bgz.tbi,6262.0,949.0,8502.0,2630.0,407265.0,1546.0,,,,,,,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,PASS
